"Data_subset","Order","Species_name","Common_name","Conservation_status","Bird_region","N_Years","Beta_dd","SE(Beta_dd)","Beta_dd/SE(Beta_dd)","Beta_km","SE_(Beta_km)","Direction","t_Value","p_Value","Significance","Correlation_Structure","Hand_Wing_Index","Habitat_Density","Migration","Territoriality","Thermal_Optimum","Thermal_Range","Thermal_Range_Precision","SSI"
"Combined","Accipitriformes","Ictinia mississippiensis","Mississippi Kite","LC","East",49,-0.153306105134706,0.0197008791316297,7.78168852823291,-17.0660356235955,2.19310186493302,"Southward",-7.78168852823291,5.40376746215542e-10,"Significant","AR1",53.6,"Semi-open","Migrant","None",22.4063459782924,5.09287496289708,"Precise",2.41322675056394
"Combined","Passeriformes","Ixoreus naevius","Varied Thrush","LC","West",39,0.133675997724656,0.0538754694310806,2.48120339620723,14.8808120667087,5.99741725706789,"Northward",2.48120339620724,0.0177636843316467,"Significant","AR2",33.4,"Dense","Migrant","Weak",5.61578073402773,13.9768604455308,"Precise",1.20766366989966
"Combined","Passeriformes","Lanius ludovicianus","Loggerhead Shrike","NT","Widespread",51,-0.202891713044115,0.137839025773312,1.47194680102998,-22.5859054960709,15.3442403490851,"Southward",-1.47194680102997,0.147429327556666,"Non-Significant","AR2",22.6,"Open","Migrant","Strong",23.7389888847589,15.2595852302967,"Precise",1.06194788955059
"Combined","Passeriformes","Leiothlypis celata","Orange-crowned Warbler","LC","Intermediate",48,0.329679762541109,0.0824052398332203,4.00071358579074,36.6999511660762,9.17335129823408,"Northward",4.00071358579074,0.000227375409107938,"Significant","AR1",23,"Dense","Migrant","Weak",-12.6914057608767,11.2040312669745,"Precise",0.849293571890298
"Combined","Passeriformes","Leiothlypis peregrina","Tennessee Warbler","LC","Widespread",51,0.229244660394741,0.0739788275106275,3.09878742484542,25.5195155951426,8.23532307848305,"Northward",3.09878742484542,0.00321509512483813,"Significant","AR1",25.9,"Dense","Migrant","Weak",14.304075851257,12.8486102505736,"Precise",1.62961602067269
"Combined","Passeriformes","Leiothlypis ruficapilla","Nashville Warbler","LC","Widespread",54,-0.00517809776742554,0.0125939437471304,0.411157765303295,-0.576425843469811,1.40195781793056,"Southward",-0.411157765303296,0.682646464735027,"Non-Significant","AR2",23.6,"Dense","Migrant","Weak",14.7401951294735,7.9854419376677,"Precise",1.05588158811164
"Combined","Passeriformes","Leiothlypis virginiae","Virginia's Warbler","LC","West",29,-0.000549383579035531,0.0330701562323073,0.0166126695978176,-0.0611573800182353,3.68136979178045,"Southward",-0.0166126695978176,0.986867771033956,"Non-Significant","AR1",18.9,"Semi-open","Migrant","Weak",13.9291200570844,35.9233333333333,"Imprecise",2.61741023895572
"Combined","Passeriformes","Limnothlypis swainsonii","Swainson's Warbler","LC","East",35,-0.0505661146736512,0.0244961293155754,2.06424917268459,-5.62901988547085,2.72690911540985,"Southward",-2.06424917268459,0.0469277240770697,"Significant","AR1",25,"Dense","Migrant","Weak",26.0648840074904,2.03868451156043,"Precise",3
"Combined","Passeriformes","Loxia curvirostra","Red Crossbill","LC","Intermediate",44,0.100789622232863,0.0304582391523777,3.30910863653768,11.2199007469623,3.39061118244269,"Northward",3.30910863653767,0.00192706269592695,"Significant","AR2",37.6,"Dense","Partial","None",2.95150251124727,7.88562757069042,"Precise",2.38722099636723
"Combined","Passeriformes","Loxia leucoptera","White-winged Crossbill","LC","Intermediate",27,0.0535255560127627,0.0606935440303556,0.881898674198233,5.95846489534074,6.75640532145919,"Northward",0.881898674198234,0.38623252516697,"Non-Significant","AR2",35.7,"Dense","Migrant","None",-5.38099083959666,9.05530754436802,"Precise",1.85438746926782
"Combined","Piciformes","Melanerpes carolinus","Red-bellied Woodpecker","LC","East",55,-0.134614893598561,0.0221979517007793,6.0642934723493,-14.9853299553918,2.47107598333075,"Southward",-6.06429347234929,1.43028166030026e-07,"Significant","AR1",28.2,"Dense","Resident","Strong",26.2304011520983,9.99174498292821,"Precise",0.89430045373484
"Combined","Piciformes","Melanerpes erythrocephalus","Red-headed Woodpecker","LC","Widespread",55,-0.175058604972605,0.0903881815043423,1.93674219415726,-19.4875239055504,10.0620123650634,"Southward",-1.93674219415726,0.0581159423363477,"Non-Significant","AR2",29.1,"Dense","Resident","Strong",24.6416021567184,10.8228077842326,"Precise",1.53320563745484
"Combined","Piciformes","Melanerpes lewis","Lewis's Woodpecker","LC","West",28,-0.0414392512715994,0.0276707537909137,1.49758302880809,-4.61301745155444,3.08030831200451,"Southward",-1.49758302880809,0.146284721329936,"Non-Significant","AR1",31.4,"Semi-open","Migrant","Weak",11.5776991254483,3.953213441141,"Precise",NA
"Combined","Galliformes","Meleagris gallopavo","Wild Turkey","LC","Widespread",37,0.377621618429471,0.0710366882709944,5.31586744287544,42.0368385635687,7.9078041383271,"Northward",5.31586744287545,6.164094456084e-06,"Significant","AR1",26,"Semi-open","Resident","None",14.1999895333447,21.9689897214937,"Precise",0.73119666035133
"Combined","Passeriformes","Melospiza georgiana","Swamp Sparrow","LC","Intermediate",55,0.00433810560231805,0.0168382847225249,0.257633462897493,0.482917915650045,1.87443785531147,"Northward",0.257633462897493,0.797687507953727,"Non-Significant","AR1",19.1,"Semi-open","Migrant","Weak",16.6072769855553,9.77395339721378,"Precise",1.14982934957493
"Combined","Passeriformes","Melospiza melodia","Song Sparrow","LC","Widespread",55,0.0248685154103272,0.0324821250730729,0.765606171221314,2.76836313547762,3.61591016313448,"Northward",0.765606171221316,0.447306865147783,"Non-Significant","AR2",20.1,"Semi-open","Partial","Strong",14.2657740792158,16.1486117227071,"Precise",0.643353547214984
"Combined","Passeriformes","Mimus polyglottos","Northern Mockingbird","LC","Widespread",55,-0.00658594474816016,0.0135405166589306,0.486387994937876,-0.733147369365189,1.50733031447215,"Southward",-0.486387994937877,0.628697320407769,"Non-Significant","AR1",20.6,"Semi-open","Migrant","Weak",26.365939565923,14.0364044078286,"Precise",0.675181754318217
"Combined","Passeriformes","Mniotilta varia","Black-and-white Warbler","LC","Intermediate",54,-0.0130334556309732,0.0145810205318193,0.893864431678912,-1.45088428083994,1.62315920560212,"Southward",-0.893864431678917,0.375512969122286,"Non-Significant","AR1",25.5,"Dense","Migrant","Weak",9.87026999339347,8.59067880124255,"Precise",1.29799376532336
"Combined","Passeriformes","Molothrus ater","Brown-headed Cowbird","LC","Widespread",55,0.0714329039200866,0.0444620689670889,1.60660323686155,7.95191086438404,4.94951751741634,"Northward",1.60660323686155,0.114083634545655,"Non-Significant","AR1",33,"Semi-open","Migrant","None",18.8236387288585,27.1999930093927,"Precise",1.31281396559458
"Combined","Passeriformes","Myadestes townsendi","Townsend's Solitaire","LC","West",37,-0.243968787307436,0.138507828832743,1.76140792447222,-27.1586054030638,15.418691505661,"Southward",-1.76140792447222,0.0869039506642592,"Non-Significant","AR1",29.9,"Semi-open","Partial","Strong",7.17728115395559,12.4334002851684,"Precise",1.93794166409926
"Combined","Passeriformes","Myiarchus cinerascens","Ash-throated Flycatcher","LC","Intermediate",52,0.00502650352171732,0.0246363436772514,0.204027983517646,0.559550372037572,2.74251777815163,"Northward",0.204027983517646,0.839159814532009,"Non-Significant","AR1",20.4,"Semi-open","Migrant","Weak",33.1904913495051,40.3091,"Imprecise",1.87846068297865
"Combined","Passeriformes","Myiarchus crinitus","Great Crested Flycatcher","LC","Widespread",55,-0.120881699208261,0.0460243351979708,2.62647355335598,-13.4565507558636,5.12342899423811,"Southward",-2.62647355335597,0.0112545735813841,"Significant","AR1",21.4,"Dense","Migrant","Strong",26.0722693229953,13.8895425835818,"Precise",0.713443279782296
"Combined","Passeriformes","Nucifraga columbiana","Clark's Nutcracker","LC","West",49,-0.220006123468661,0.0414180097915801,5.31184681677743,-24.4910816645313,4.6106528499987,"Southward",-5.31184681677743,2.90949207940736e-06,"Significant","AR1",32.2,"Dense","Partial","Weak",-1.34512016957734,5.13015297241299,"Precise",3
"Combined","Galliformes","Oreortyx pictus","Mountain Quail","LC","West",29,0.0939230658533322,0.0260611771525938,3.60394564310708,10.4555156907929,2.90113024062674,"Northward",3.60394564310707,0.0012491336094069,"Significant","AR2",31.6,"Semi-open","Resident","Weak",10.4462028012754,42.345,"Imprecise",1.51963569025765
"Combined","Passeriformes","Oreoscoptes montanus","Sage Thrasher","LC","West",52,0.00417893280650128,0.0158017857415121,0.264459528490062,0.465198800019722,1.75905478874513,"Northward",0.264459528490063,0.79251294738815,"Non-Significant","AR2",26,"Open","Migrant","Weak",6.36042632939681,3.56071561211492,"Precise",1.82085192072244
"Combined","Passeriformes","Parkesia motacilla","Louisiana Waterthrush","LC","East",55,0.00814514928335199,0.0045651250117184,1.78421166177134,0.906718018222743,0.508189716304492,"Northward",1.78421166177134,0.0801140756947043,"Non-Significant","AR1",29.7,"Dense","Migrant","Weak",22.9842499353647,5.95457984110262,"Precise",1.40811824733444
"Combined","Passeriformes","Parkesia noveboracensis","Northern Waterthrush","LC","Widespread",54,0.281232698955887,0.0697888588252317,4.02976497523999,31.3068240477693,7.76889576442479,"Northward",4.02976497523999,0.000182808364606874,"Significant","AR2",28,"Dense","Migrant","Weak",11.3682855435644,13.5383755059022,"Precise",1.27173107242763
"Combined","Passeriformes","Passerculus sandwichensis","Savannah Sparrow","LC","Widespread",55,0.038222990075932,0.0687716489278876,0.555795748274289,4.25498325525275,7.65565995865245,"Northward",0.55579574827429,0.580689292032073,"Non-Significant","AR2",24.1,"Open","Migrant","Weak",18.7769563405925,22.2660148944255,"Precise",1.03048286011173
"Combined","Passeriformes","Passerina amoena","Lazuli Bunting","LC","West",53,-0.0222205651378297,0.037233367066706,0.596791719051895,-2.4735933111432,4.14481842186571,"Southward",-0.596791719051894,0.553286638890132,"Non-Significant","AR1",23.4,"Semi-open","Migrant","Weak",9.57867140353149,8.55070864511197,"Precise",1.80344840330868
"Combined","Passeriformes","Passerina caerulea","Blue Grosbeak","LC","Widespread",55,-0.00893815784389116,0.00842646449863337,1.06072455955173,-0.994995731181964,0.938034027987867,"Southward",-1.06072455955173,0.293625040278075,"Non-Significant","AR1",22.9,"Semi-open","Migrant","Weak",20.8086393266635,10.5341417502661,"Precise",0.623849835750977
"Combined","Passeriformes","Passerina ciris","Painted Bunting","LC","East",54,-0.00366058527949763,0.0132572874023248,0.276118723869237,-0.407496353313676,1.4758012336268,"Southward",-0.276118723869237,0.783551329479902,"Non-Significant","AR1",21.6,"Semi-open","Migrant","Weak",28.851589137093,6.42954111913117,"Precise",1.17934381002638
"Combined","Passeriformes","Passerina cyanea","Indigo Bunting","LC","Widespread",55,-0.0302094998598583,0.00804491528737974,3.7551047811838,-3.36292152439943,0.895559969791113,"Southward",-3.7551047811838,0.000432136453432394,"Significant","AR1",22.5,"Semi-open","Migrant","Weak",23.37431689533,10.3479901716277,"Precise",0.757966479038201
"Combined","Columbiformes","Patagioenas fasciata","Band-tailed Pigeon","LC","West",46,0.133573550789232,0.0367919925471395,3.63050602975883,14.8694076738573,4.09568461034757,"Northward",3.63050602975884,0.000733777226930352,"Significant","AR1",36.2,"Semi-open","Resident","None",11.6106576123565,36.2994,"Imprecise",1.94742572267807
"Combined","Passeriformes","Petrochelidon pyrrhonota","Cliff Swallow","LC","Widespread",52,-0.0152775782066907,0.246440155119117,0.0619930554714441,-1.70070000596881,27.4337180678601,"Southward",-0.061993055471444,0.950815516244865,"Non-Significant","AR2",49,"Open","Migrant","None",17.0090997554644,37.65318,"Imprecise",1.27406293608075
"Combined","Passeriformes","Peucaea aestivalis","Bachman's Sparrow","NT","East",55,-0.00216726921619744,0.00802382586249404,0.270104218777723,-0.241260409147099,0.893212295012836,"Southward",-0.270104218777723,0.788129061106372,"Non-Significant","AR1",16.5,"Semi-open","Partial","Weak",26.4310822566105,2.22646728783587,"Precise",2.87494378312948
"Combined","Passeriformes","Peucaea cassinii","Cassin's Sparrow","LC","Widespread",49,-0.0278868455994462,0.0249571335042938,1.11738976732437,-3.10436365213035,2.77822810169799,"Southward",-1.11738976732437,0.26950716108265,"Non-Significant","AR2",16.4,"Open","Partial","Weak",30.1790248591202,35.798,"Imprecise",1.84240448544098
"Combined","Galliformes","Phasianus colchicus","Ring-necked Pheasant","LC","Widespread",55,0.0521217983803144,0.0294697590661307,1.7686536989784,5.8021985956966,3.28057357924167,"Northward",1.7686536989784,0.0827062567015264,"Non-Significant","AR2",25.8,"Semi-open","Resident","None",12.0581930009345,9.18017996513585,"Precise",1.2295939199079
"Combined","Passeriformes","Pheucticus ludovicianus","Rose-breasted Grosbeak","LC","Widespread",55,-0.0317834393148981,0.00711541436536444,4.46684306533288,-3.53813246453446,0.792087927152369,"Southward",-4.46684306533287,4.19785343756526e-05,"Significant","AR2",26.5,"Semi-open","Migrant","Weak",17.1980159750458,9.88152049983916,"Precise",1.11656923829501
"Combined","Passeriformes","Pheucticus melanocephalus","Black-headed Grosbeak","LC","West",52,0.108902683658243,0.106130030645516,1.02612505617743,12.1230467448356,11.8143950114588,"Northward",1.02612505617743,0.309771467591397,"Non-Significant","AR2",24.2,"Semi-open","Migrant","Weak",12.5692166762717,12.2571380613738,"Precise",1.51668678571333
"Combined","Passeriformes","Pica hudsonia","Black-billed Magpie","LC","Intermediate",53,0.0660845287195081,0.0320044948442459,2.06485148542782,7.35652973705564,3.56274036606145,"Northward",2.06485148542782,0.044039053928645,"Significant","AR1",24.6,"Open","Resident","Weak",3.70169363974591,12.2438804734081,"Precise",1.21220130928395
"Combined","Passeriformes","Pipilo chlorurus","Green-tailed Towhee","LC","West",51,0.0254359337990392,0.021562836255556,1.1796191139969,2.83152815050904,2.40037493196849,"Northward",1.1796191139969,0.24384737163191,"Non-Significant","AR2",16.8,"Semi-open","Migrant","Weak",7.91628220403181,7.02645718069242,"Precise",1.46788568717238
"Combined","Passeriformes","Pipilo erythrophthalmus","Eastern Towhee","LC","Intermediate",55,0.0441271436773124,0.0361380982998359,1.22106988893527,4.91223363415842,4.02289310273773,"Northward",1.22106988893527,0.227463847328797,"Non-Significant","AR2",13.6,"Semi-open","Partial","Weak",25.7022802915103,11.0362268632699,"Precise",1.62926860897598
"Combined","Passeriformes","Pipilo maculatus","Spotted Towhee","LC","West",53,-0.0259311450022005,0.0665153453828723,0.389852068766041,-2.88665506164496,7.40448824802134,"Southward",-0.389852068766042,0.698269333219366,"Non-Significant","AR1",13.7,"Semi-open","Partial","Weak",8.56297437606855,8.69410033847134,"Precise",0.874719540186828
"Combined","Passeriformes","Piranga ludoviciana","Western Tanager","LC","West",51,0.206601227803549,0.184012081311329,1.12275904022846,22.9988486790911,20.4842248915771,"Northward",1.12275904022846,0.267011167999696,"Non-Significant","AR2",28.6,"Dense","Migrant","Weak",12.3606942526236,11.572287920923,"Precise",1.00806616449744
"Combined","Passeriformes","Piranga olivacea","Scarlet Tanager","LC","East",55,-0.0712151973379395,0.0156093153546034,4.56235239791841,-7.92767576765942,1.73762898527445,"Southward",-4.5623523979184,3.03292450303741e-05,"Significant","AR1",30.9,"Dense","Migrant","Weak",19.6503693375822,9.9500055310469,"Precise",1.2512965589848
"Combined","Passeriformes","Piranga rubra","Summer Tanager","LC","Intermediate",55,0.00139856150734554,0.00970314193819555,0.144134911789781,0.155687866997705,1.08015376055993,"Northward",0.144134911789781,0.885940610449123,"Non-Significant","AR1",29.2,"Dense","Migrant","Weak",25.4329128846923,7.64560253313602,"Precise",0.881940336214841
"Combined","Passeriformes","Poecile atricapillus","Black-capped Chickadee","LC","Widespread",55,0.024822728074182,0.0149283565605169,1.66279040653638,2.76326608921794,1.66182465231674,"Northward",1.66279040653639,0.102257922143099,"Non-Significant","AR2",18.6,"Dense","Resident","Weak",12.9518894802537,18.2185082446547,"Precise",0.696269168621181
"Combined","Passeriformes","Poecile carolinensis","Carolina Chickadee","LC","East",55,-0.0785156733585576,0.0223966249217645,3.50569220285767,-8.74036475827463,2.49319228629082,"Southward",-3.50569220285767,0.000935568997942573,"Significant","AR2",19.5,"Semi-open","Resident","Weak",20.1343271448741,11.5447801126763,"Precise",1.43835279996939
"Combined","Passeriformes","Poecile gambeli","Mountain Chickadee","LC","West",52,0.0629095559248323,0.0587827309606752,1.07020471653346,7.00309176555233,6.54369361054236,"Northward",1.07020471653347,0.289666346932196,"Non-Significant","AR1",19.2,"Dense","Resident","Weak",6.13031956257583,11.3561938387823,"Precise",1.48510908379522
"Combined","Passeriformes","Poecile rufescens","Chestnut-backed Chickadee","LC","West",41,0.174289083483539,0.0580978349610882,2.99992389734095,19.4018607733876,6.46745098786834,"Northward",2.99992389734096,0.00468751650071192,"Significant","AR1",17.8,"Dense","Resident","Weak",7.71498299995457,40.2433333333333,"Imprecise",1.53022639943158
"Combined","Passeriformes","Polioptila caerulea","Blue-gray Gnatcatcher","LC","Widespread",55,-0.0236988180907703,0.0123977723080508,1.91153842012253,-2.63815242986455,1.38012001333221,"Southward",-1.91153842012253,0.0613489983631878,"Non-Significant","AR1",19.1,"Semi-open","Migrant","Weak",21.1300173765564,10.9171679749367,"Precise",0.579134334624152
"Combined","Passeriformes","Pooecetes gramineus","Vesper Sparrow","LC","Widespread",55,0.180346053739156,0.230655471229673,0.781885002673872,20.0761227022428,25.6765670572872,"Northward",0.781885002673869,0.43776132546755,"Non-Significant","AR2",23.9,"Open","Migrant","Weak",15.7671480371349,16.8004931536626,"Precise",1.26973701619097
"Combined","Passeriformes","Progne subis","Purple Martin","LC","Widespread",55,0.0387925620401844,0.0177266433225775,2.18837606952786,4.31838800631333,1.97332993466933,"Northward",2.18837606952786,0.0330709707232856,"Significant","AR2",52,"Semi-open","Resident","None",25.1761043665854,10.5810269854026,"Precise",1.04812901689389
"Combined","Passeriformes","Protonotaria citrea","Prothonotary Warbler","LC","East",55,0.0156481178991082,0.010419752747753,1.5017743969484,1.74194848452872,1.15992687587986,"Northward",1.50177439694839,0.139090274735264,"Non-Significant","AR1",30,"Dense","Migrant","Weak",23.8475524337444,6.02156097056966,"Precise",3
"Combined","Passeriformes","Quiscalus major","Boat-tailed Grackle","LC","East",31,-0.0134626693899863,0.0161015217580925,0.836111616792995,-1.49866435649327,1.79242140211086,"Southward",-0.836111616792996,0.409928742589145,"Non-Significant","AR1",29.7,"Open","Resident","None",24.0838937012399,3.81532788669093,"Precise",2.37450657439919
"Combined","Passeriformes","Quiscalus quiscula","Common Grackle","NT","Widespread",55,0.0668070650507138,0.0139967006769669,4.77305806508045,7.43696248144546,1.55811271935996,"Northward",4.77305806508044,1.46805631448038e-05,"Significant","AR2",25.9,"Open","Partial","None",18.4065884213331,14.2208968533404,"Precise",1.4592807706135
"Combined","Passeriformes","Regulus calendula","Ruby-crowned Kinglet","LC","Widespread",54,0.24703752409438,0.0479108293497409,5.15619385945186,27.5002171821864,5.33343352321316,"Northward",5.15619385945186,3.9783927785422e-06,"Significant","AR1",22,"Dense","Migrant","Weak",7.04099951991119,15.0823131166517,"Precise",1.00585147169322
"Combined","Passeriformes","Regulus satrapa","Golden-crowned Kinglet","LC","Widespread",51,-0.0375407816931341,0.0497946944529665,0.753911277206313,-4.17903981807969,5.54314538650423,"Southward",-0.753911277206313,0.454510241804375,"Non-Significant","AR1",23.6,"Dense","Migrant","Weak",12.4254324347468,13.2155599976138,"Precise",0.921617207609746
"Combined","Passeriformes","Rhynchophanes mccownii","Thick-billed Longspur","LC","West",26,-0.063497028278632,0.0838081502042171,0.757647414051109,-7.06848918797731,9.32952328073345,"Southward",-0.757647414051109,0.456037294030839,"Non-Significant","AR1",22.8,"Open","Migrant","Weak",12.4715592663594,7.71842022393176,"Precise",2.46165444641937
"Combined","Passeriformes","Salpinctes obsoletus","Rock Wren","LC","West",51,-0.0239978479468909,0.0525492895696968,0.456673118578744,-2.67144043344789,5.84978691489865,"Southward",-0.456673118578744,0.649924020320404,"Non-Significant","AR2",17.3,"Open","Resident","Strong",7.37927048732915,12.2506450397612,"Precise",2.05859295688494
"Combined","Passeriformes","Sayornis nigricans","Black Phoebe","LC","West",39,-0.024229325152942,0.0339386184983788,0.71391607039336,-2.6972084760255,3.77804701123953,"Southward",-0.71391607039336,0.479758694546292,"Non-Significant","AR1",22,"Semi-open","Resident","Weak",16.1129923514514,42.345,"Imprecise",1.52666624195446
"Combined","Passeriformes","Sayornis phoebe","Eastern Phoebe","LC","Widespread",55,-0.10375295887217,0.0231449972845819,4.48273800149829,-11.54977938165,2.57650109771966,"Southward",-4.48273800149827,3.97750203447003e-05,"Significant","AR1",20.6,"Semi-open","Migrant","Weak",18.8704811670245,17.0309884268077,"Precise",0.710427175292921
"Combined","Passeriformes","Sayornis saya","Say's Phoebe","LC","West",50,-0.0143955727530228,0.11269554684554,0.127738612180953,-1.6025151588665,12.5452682748455,"Southward",-0.127738612180953,0.898889502306407,"Non-Significant","AR2",25.6,"Open","Migrant","Weak",15.1270392776329,5.61994959437023,"Precise",1.32404929100779
"Combined","Passeriformes","Seiurus aurocapilla","Ovenbird","LC","Widespread",55,-0.00423763496332604,0.016964155577772,0.249799345679108,-0.471733524117455,1.88844979891758,"Southward",-0.249799345679108,0.803708212742452,"Non-Significant","AR2",24.9,"Dense","Migrant","Weak",15.7972747311243,9.99303944525002,"Precise",0.855224245730628
"Combined","Passeriformes","Setophaga americana","Northern Parula","LC","East",50,0.021409328778406,0.0503381241849714,0.425310420780396,2.38328647961216,5.60363998427102,"Northward",0.425310420780395,0.672511183691856,"Non-Significant","AR1",28.1,"Semi-open","Migrant","Weak",21.7059949288779,35.75835,"Imprecise",1.51804105831771
"Combined","Passeriformes","Setophaga caerulescens","Black-throated Blue Warbler","LC","East",54,0.0326475610709659,0.00520908596460678,6.26742604994241,3.63432649841992,0.579875449580027,"Northward",6.26742604994241,7.26290848317328e-08,"Significant","AR1",24.1,"Dense","Migrant","Weak",16.213719041223,5.53950338216183,"Precise",1.59918291439258
"Combined","Passeriformes","Setophaga castanea","Bay-breasted Warbler","LC","East",25,0.0628511201261846,0.0312214824536156,2.01307289682864,6.99658669244687,3.47557542673649,"Northward",2.01307289682864,0.0559554722237507,"Non-Significant","AR1",30.6,"Dense","Migrant","Weak",13.5829784223418,1.03513380508198,"Precise",2.86345657709758
"Combined","Passeriformes","Setophaga cerulea","Cerulean Warbler","NT","East",55,0.00942730430573654,0.00638150905197833,1.47728448380309,1.04944751531459,0.710389587666228,"Northward",1.47728448380309,0.145517362723244,"Non-Significant","AR1",33.2,"Dense","Migrant","Weak",20.7497674944632,35.9233333333333,"Imprecise",3
"Combined","Passeriformes","Setophaga citrina","Hooded Warbler","LC","East",55,0.004528849222565,0.0086056243313948,0.526266200819733,0.504151495455936,0.957978100570869,"Northward",0.526266200819733,0.600898723202643,"Non-Significant","AR1",21.5,"Semi-open","Migrant","Strong",25.8297788180859,7.73624137018007,"Precise",2.4744991615439
"Combined","Passeriformes","Setophaga coronata"," Yellow-rumped Warbler","LC","Widespread",39,0.189888251316563,0.109037478449033,1.74149525482031,21.1383601365598,12.1380521009464,"Northward",1.74149525482031,0.0899064634300908,"Non-Significant","AR1",24.5,"Dense","Migrant","Weak",2.05699664388203,13.8362497180933,"Precise",1.20548099116062
"Combined","Passeriformes","Setophaga discolor","Prairie Warbler","LC","East",55,-0.0417251429985311,0.017028403979788,2.45032611676685,-4.64484291859648,1.89560193103,"Southward",-2.45032611676685,0.0176076357367204,"Significant","AR2",20,"Semi-open","Migrant","Weak",23.6670369858241,7.21492157160483,"Precise",1.4928145479935
"Combined","Passeriformes","Setophaga dominica","Yellow-throated Warbler","LC","East",55,0.0772820405271383,0.0217056381677236,3.56045926546666,8.60303675148104,2.41627164083099,"Northward",3.56045926546666,0.000791394500818502,"Significant","AR1",27.7,"Semi-open","Migrant","Weak",22.414463916654,7.34539980878024,"Precise",1.58319268570127
"Combined","Passeriformes","Setophaga fusca","Blackburnian Warbler","LC","East",55,-0.0148524554838309,0.0113282739486286,1.31109607263946,-1.65337534446006,1.26106345596134,"Southward",-1.31109607263946,0.19547755283085,"Non-Significant","AR2",32.4,"Dense","Migrant","Weak",15.2720706114245,4.74019825041149,"Precise",1.66649803936416
"Combined","Passeriformes","Setophaga magnolia","Magnolia Warbler","LC","Intermediate",54,0.0123034379066788,0.0209302834683831,0.587829492384284,1.36961870777148,2.32995915570041,"Northward",0.587829492384285,0.559191023321847,"Non-Significant","AR2",21.1,"Dense","Migrant","Weak",16.5450132992627,5.5093705105859,"Precise",1.33392113600315
"Combined","Passeriformes","Setophaga nigrescens","Black-throated Gray Warbler","LC","West",50,-0.0170117381566379,0.0230209878403112,0.738966471579872,-1.89374669159693,2.56269636638344,"Southward",-0.738966471579875,0.463525739364031,"Non-Significant","AR1",23.4,"Dense","Migrant","Weak",12.7590597891258,1.7370110141627,"Precise",2.11772898748756
"Combined","Passeriformes","Setophaga occidentalis","Hermit Warbler","LC","West",26,-0.0213009026853255,0.0579315694137764,0.367690758266598,-2.37121648693043,6.44894230714159,"Southward",-0.367690758266598,0.716326617606661,"Non-Significant","AR2",26.9,"Dense","Migrant","Weak",13.1912479170396,35.9233333333333,"Imprecise",1.57064550666049
"Combined","Passeriformes","Setophaga pensylvanica","Chestnut-sided Warbler","LC","Intermediate",55,0.018201333114054,0.00565508928674586,3.21857572730345,2.02617240225649,0.629524539400549,"Northward",3.21857572730345,0.00220023789017359,"Significant","AR2",26.6,"Semi-open","Migrant","Weak",16.7886291081302,6.70914900806252,"Precise",0.870918286290357
"Combined","Passeriformes","Setophaga petechia","Yellow Warbler","LC","Widespread",55,0.0983212369257465,0.0605884969114517,1.62277068978027,10.9451200945741,6.7447114761828,"Northward",1.62277068978028,0.110572491832012,"Non-Significant","AR2",23.6,"Dense","Migrant","Weak",17.7536358351996,20.878254854498,"Precise",0.599310585001137
"Combined","Passeriformes","Setophaga pinus","Pine Warbler","LC","East",55,0.0243673156967512,0.0104713207449439,2.32705274628485,2.71256958336234,1.16566742532715,"Northward",2.32705274628483,0.0238154267482033,"Significant","AR1",28.6,"Semi-open","Migrant","Weak",22.160982011219,7.2735962535472,"Precise",0.944561910141051
"Combined","Passeriformes","Setophaga ruticilla","American Redstart","LC","Widespread",55,0.0145863060778406,0.0219623171960142,0.664151507678241,1.62374759258522,2.4448451502603,"Northward",0.664151507678242,0.509472521449334,"Non-Significant","AR2",24.6,"Dense","Migrant","Weak",15.658666583879,12.5062386899236,"Precise",0.970118967640949
"Combined","Passeriformes","Setophaga tigrina","Cape May Warbler","LC","Intermediate",30,0.168614835549989,0.142593116771723,1.18248930500568,18.7702034934248,15.8734657590282,"Northward",1.18248930500568,0.246956081151154,"Non-Significant","AR2",26.7,"Dense","Migrant","Weak",16.3437614683588,38.409997558594,"Imprecise",2.4507034117301
"Combined","Passeriformes","Setophaga townsendi","Townsend's Warbler","LC","West",36,0.229694584438588,0.0847293329154601,2.71092166708983,25.5696011397036,9.43206934014902,"Northward",2.71092166708982,0.0104417166234277,"Significant","AR1",27.8,"Dense","Migrant","Weak",-0.75521753373577,9.19943954562651,"Precise",1.49199325840901
"Combined","Passeriformes","Setophaga virens","Black-throated Green Warbler","LC","East",54,-0.0137626025603745,0.00818335269918949,1.68178044699669,-1.53205291702089,0.910970822473774,"Southward",-1.6817804469967,0.0986083685205437,"Non-Significant","AR1",26.5,"Dense","Migrant","Weak",15.3430222331144,7.3985279285692,"Precise",1.67978282349845
"Combined","Passeriformes","Sialia currucoides","Mountain Bluebird","LC","West",53,-0.174721237232103,0.0977087209668951,1.78818467280214,-19.4499681286777,10.8769348180348,"Southward",-1.78818467280214,0.079687496639518,"Non-Significant","AR2",36.6,"Open","Migrant","Weak",9.11287175778557,13.6991197798155,"Precise",1.63988259184979
